,Area of Responsibility,Year,Drug Type,Count of Event,Sum Qty (kg),Sum Qty (lbs),FY,Month (abbv),Component,Region,Land Filter,Month,Date
448,West Midlands,2020,Class A,1372.0,,,,,,,,,
449,Bedfordshire,2020,Class A,226.0,,,,,,,,,
450,Cambridgeshire,2020,Class A,478.0,,,,,,,,,
451,Essex,2020,Class A,717.0,,,,,,,,,
452,Hertfordshire1,2020,Class A,561.0,,,,,,,,,
453,Norfolk,2020,Class A,575.0,,,,,,,,,
454,Suffolk,2020,Class A,108.0,,,,,,,,,
455,"London, City of",2020,Class A,265.0,,,,,,,,,
456,Metropolitan Police,2020,Class A,6616.0,,,,,,,,,
457,Hampshire,2020,Class A,539.0,,,,,,,,,
458,Kent1,2020,Class A,625.0,,,,,,,,,
459,Surrey,2020,Class A,542.0,,,,,,,,,
460,Sussex1,2020,Class A,1941.0,,,,,,,,,
461,Thames Valley,2020,Class A,338.0,,,,,,,,,
462,Avon & Somerset,2020,Class A,848.0,,,,,,,,,
463,Devon & Cornwall,2020,Class A,1209.0,,,,,,,,,
464,Dorset,2020,Class A,483.0,,,,,,,,,
465,Gloucestershire,2020,Class A,407.0,,,,,,,,,
466,Wiltshire,2020,Class A,500.0,,,,,,,,,
467,Dyfed-Powys,2020,Class A,385.0,,,,,,,,,
468,Gwent,2020,Class A,245.0,,,,,,,,,
469,North Wales,2020,Class A,438.0,,,,,,,,,
470,South Wales,2020,Class A,1133.0,,,,,,,,,
471,British Transport Police,2020,Class A,332.0,,,,,,,,,
472,Total police,2020,Class A,33140.0,,,,,,,,,
473,"Border Force4,5,6,7",2020,Class A,3987.0,,,,,,,,,
474,TOTAL ENGLAND AND WALES2,2020,Class A,37127.0,,,,,,,,,
475,,2020,Class A,,,,,,,,,,
476,Cleveland,2021,Class A,767.0,,,,,,,,,
477,Durham,2021,Class A,276.0,,,,,,,,,
478,Northumbria,2021,Class A,1008.0,,,,,,,,,
479,Cheshire,2021,Class A,401.0,,,,,,,,,
480,Cumbria,2021,Class A,251.0,,,,,,,,,
481,Greater Manchester7,2021,Class A,1571.0,,,,,,,,,
482,Lancashire,2021,Class A,801.0,,,,,,,,,
483,Merseyside,2021,Class A,487.0,,,,,,,,,
484,Humberside,2021,Class A,486.0,,,,,,,,,
485,North Yorkshire,2021,Class A,162.0,,,,,,,,,
486,South Yorkshire,2021,Class A,371.0,,,,,,,,,
487,West Yorkshire,2021,Class A,1656.0,,,,,,,,,
488,Derbyshire,2021,Class A,615.0,,,,,,,,,
489,Leicestershire10,2021,Class A,512.0,,,,,,,,,
490,Lincolnshire7,2021,Class A,192.0,,,,,,,,,
491,Northamptonshire,2021,Class A,390.0,,,,,,,,,
492,Nottinghamshire,2021,Class A,583.0,,,,,,,,,
493,Staffordshire8,2021,Class A,637.0,,,,,,,,,
494,Warwickshire,2021,Class A,217.0,,,,,,,,,
495,West Mercia,2021,Class A,598.0,,,,,,,,,
496,West Midlands,2021,Class A,1245.0,,,,,,,,,
497,Bedfordshire,2021,Class A,270.0,,,,,,,,,
498,Cambridgeshire,2021,Class A,453.0,,,,,,,,,
499,Essex,2021,Class A,1272.0,,,,,,,,,
500,"Hertfordshire7,8",2021,Class A,586.0,,,,,,,,,
501,Norfolk9,2021,Class A,135.0,,,,,,,,,
502,Suffolk9,2021,Class A,93.0,,,,,,,,,
503,"London, City of",2021,Class A,89.0,,,,,,,,,
504,Metropolitan Police10,2021,Class A,7146.0,,,,,,,,,
505,Hampshire,2021,Class A,507.0,,,,,,,,,
506,"Kent7,8",2021,Class A,698.0,,,,,,,,,
507,Surrey,2021,Class A,435.0,,,,,,,,,
508,"Sussex7,9",2021,Class A,1322.0,,,,,,,,,
509,Thames Valley,2021,Class A,318.0,,,,,,,,,
510,Avon & Somerset,2021,Class A,625.0,,,,,,,,,
511,Devon & Cornwall,2021,Class A,1289.0,,,,,,,,,
512,Dorset,2021,Class A,445.0,,,,,,,,,
513,Gloucestershire,2021,Class A,495.0,,,,,,,,,
514,Wiltshire,2021,Class A,435.0,,,,,,,,,
515,Dyfed-Powys,2021,Class A,356.0,,,,,,,,,
516,Gwent,2021,Class A,206.0,,,,,,,,,
517,North Wales,2021,Class A,345.0,,,,,,,,,
518,South Wales10,2021,Class A,1010.0,,,,,,,,,
519,British Transport Police,2021,Class A,274.0,,,,,,,,,
520,Total police,2021,Class A,32030.0,,,,,,,,,
521,Border Force3-6,2021,Class A,11556.0,,,,,,,,,
522,TOTAL ENGLAND AND WALES,2021,Class A,43586.0,,,,,,,,,
523,"8. In the year ending March 2021, Hertfordshire and Kent were unable to supply any drug seizures data.  Staffordshire's drug seizure data was incomplete, and hence although they supplied some data, we had to exclude it from the 2020/21 figures.  Imputation methods have been used to estimate the drug seizures figures for that year, for these police forces. ",2021,Class A,,,,,,,,,,
524,,2021,Class A,,,,,,,,,,
525,Cleveland,2022,Class A,,,,,,,,,,
526,Durham,2022,Class A,,,,,,,,,,
527,Northumbria,2022,Class A,,,,,,,,,,
528,Cheshire,2022,Class A,,,,,,,,,,
529,Cumbria,2022,Class A,,,,,,,,,,
530,Greater Manchester,2022,Class A,,,,,,,,,,
531,Lancashire,2022,Class A,,,,,,,,,,
532,Merseyside,2022,Class A,,,,,,,,,,
533,Humberside,2022,Class A,,,,,,,,,,
534,North Yorkshire,2022,Class A,,,,,,,,,,
535,South Yorkshire,2022,Class A,,,,,,,,,,
536,West Yorkshire,2022,Class A,,,,,,,,,,
537,Derbyshire,2022,Class A,,,,,,,,,,
538,Leicestershire,2022,Class A,,,,,,,,,,
539,Lincolnshire,2022,Class A,,,,,,,,,,
540,Northamptonshire,2022,Class A,,,,,,,,,,
541,Nottinghamshire,2022,Class A,,,,,,,,,,
542,Staffordshire,2022,Class A,,,,,,,,,,
543,Warwickshire,2022,Class A,,,,,,,,,,
544,West Mercia,2022,Class A,,,,,,,,,,
545,West Midlands,2022,Class A,,,,,,,,,,
546,Bedfordshire,2022,Class A,,,,,,,,,,
547,Cambridgeshire,2022,Class A,,,,,,,,,,
548,Essex,2022,Class A,,,,,,,,,,
549,Hertfordshire,2022,Class A,,,,,,,,,,
550,Norfolk,2022,Class A,,,,,,,,,,
551,Suffolk,2022,Class A,,,,,,,,,,
552,"London, City of",2022,Class A,,,,,,,,,,
553,Metropolitan Police,2022,Class A,,,,,,,,,,
554,Hampshire,2022,Class A,,,,,,,,,,
555,Kent,2022,Class A,,,,,,,,,,
556,Surrey,2022,Class A,,,,,,,,,,
557,Sussex,2022,Class A,,,,,,,,,,
558,Thames Valley,2022,Class A,,,,,,,,,,
559,Avon & Somerset,2022,Class A,,,,,,,,,,
560,Devon & Cornwall,2022,Class A,,,,,,,,,,
561,Dorset,2022,Class A,,,,,,,,,,
562,Gloucestershire,2022,Class A,,,,,,,,,,
563,Wiltshire,2022,Class A,,,,,,,,,,
564,Dyfed-Powys,2022,Class A,,,,,,,,,,
565,Gwent,2022,Class A,,,,,,,,,,
566,North Wales,2022,Class A,,,,,,,,,,
567,South Wales,2022,Class A,,,,,,,,,,
568,British Transport Police,2022,Class A,,,,,,,,,,
569,Police Total,2022,Class A,,,,,,,,,,
570,"Border Force [notes 7, 8]",2022,Class A,,,,,,,,,,
571,TOTAL ENGLAND AND WALES,2022,Class A,,,,,,,,,,
572,Cleveland,2023,Class A,,,,,,,,,,
573,Durham,2023,Class A,,,,,,,,,,
574,Northumbria,2023,Class A,,,,,,,,,,
575,Cheshire,2023,Class A,,,,,,,,,,
576,Cumbria,2023,Class A,,,,,,,,,,
577,Greater Manchester,2023,Class A,,,,,,,,,,
578,Lancashire,2023,Class A,,,,,,,,,,
579,Merseyside,2023,Class A,,,,,,,,,,
580,Humberside,2023,Class A,,,,,,,,,,
581,North Yorkshire,2023,Class A,,,,,,,,,,
582,South Yorkshire,2023,Class A,,,,,,,,,,
583,West Yorkshire,2023,Class A,,,,,,,,,,
584,Derbyshire,2023,Class A,,,,,,,,,,
585,Leicestershire,2023,Class A,,,,,,,,,,
586,Lincolnshire,2023,Class A,,,,,,,,,,
587,Northamptonshire,2023,Class A,,,,,,,,,,
588,Nottinghamshire,2023,Class A,,,,,,,,,,
589,Staffordshire,2023,Class A,,,,,,,,,,
590,Warwickshire,2023,Class A,,,,,,,,,,
591,West Mercia,2023,Class A,,,,,,,,,,
592,West Midlands,2023,Class A,,,,,,,,,,
593,Bedfordshire,2023,Class A,,,,,,,,,,
594,Cambridgeshire,2023,Class A,,,,,,,,,,
595,Essex,2023,Class A,,,,,,,,,,
596,Hertfordshire,2023,Class A,,,,,,,,,,
597,Norfolk,2023,Class A,,,,,,,,,,
598,Suffolk,2023,Class A,,,,,,,,,,
599,"London, City of",2023,Class A,,,,,,,,,,
600,Metropolitan Police,2023,Class A,,,,,,,,,,
601,Hampshire,2023,Class A,,,,,,,,,,
602,Kent,2023,Class A,,,,,,,,,,
603,Surrey,2023,Class A,,,,,,,,,,
604,Sussex,2023,Class A,,,,,,,,,,
605,Thames Valley,2023,Class A,,,,,,,,,,
606,Avon & Somerset,2023,Class A,,,,,,,,,,
607,Devon & Cornwall,2023,Class A,,,,,,,,,,
608,Dorset,2023,Class A,,,,,,,,,,
609,Gloucestershire,2023,Class A,,,,,,,,,,
610,Wiltshire,2023,Class A,,,,,,,,,,
611,Dyfed-Powys,2023,Class A,,,,,,,,,,
612,Gwent,2023,Class A,,,,,,,,,,
613,North Wales,2023,Class A,,,,,,,,,,
614,South Wales,2023,Class A,,,,,,,,,,
615,British Transport Police,2023,Class A,,,,,,,,,,
616,Police Total,2023,Class A,,,,,,,,,,
617,"Border Force [note 5, 9]",2023,Class A,,,,,,,,,,
618,TOTAL ENGLAND AND WALES,2023,Class A,,,,,,,,,,
619,Cleveland,2024,Class A,,,,,,,,,,
620,Durham,2024,Class A,,,,,,,,,,
621,Northumbria,2024,Class A,,,,,,,,,,
622,Cheshire,2024,Class A,,,,,,,,,,
623,Cumbria,2024,Class A,,,,,,,,,,
624,Greater Manchester,2024,Class A,,,,,,,,,,
625,Lancashire,2024,Class A,,,,,,,,,,
626,Merseyside,2024,Class A,,,,,,,,,,
627,Humberside,2024,Class A,,,,,,,,,,
628,North Yorkshire,2024,Class A,,,,,,,,,,
629,South Yorkshire,2024,Class A,,,,,,,,,,
630,West Yorkshire,2024,Class A,,,,,,,,,,
631,Derbyshire,2024,Class A,,,,,,,,,,
632,Leicestershire,2024,Class A,,,,,,,,,,
633,Lincolnshire,2024,Class A,,,,,,,,,,
634,Northamptonshire,2024,Class A,,,,,,,,,,
635,Nottinghamshire,2024,Class A,,,,,,,,,,
636,Staffordshire,2024,Class A,,,,,,,,,,
637,Warwickshire,2024,Class A,,,,,,,,,,
638,West Mercia,2024,Class A,,,,,,,,,,
639,West Midlands,2024,Class A,,,,,,,,,,
640,Bedfordshire,2024,Class A,,,,,,,,,,
641,Cambridgeshire,2024,Class A,,,,,,,,,,
642,Essex,2024,Class A,,,,,,,,,,
643,Hertfordshire,2024,Class A,,,,,,,,,,
644,Norfolk,2024,Class A,,,,,,,,,,
645,Suffolk,2024,Class A,,,,,,,,,,
646,"London, City of",2024,Class A,,,,,,,,,,
647,Metropolitan Police,2024,Class A,,,,,,,,,,
648,Hampshire,2024,Class A,,,,,,,,,,
649,Kent ,2024,Class A,,,,,,,,,,
650,Surrey,2024,Class A,,,,,,,,,,
651,Sussex,2024,Class A,,,,,,,,,,
652,Thames Valley,2024,Class A,,,,,,,,,,
653,Avon & Somerset,2024,Class A,,,,,,,,,,
654,Devon & Cornwall,2024,Class A,,,,,,,,,,
655,Dorset,2024,Class A,,,,,,,,,,
656,Gloucestershire,2024,Class A,,,,,,,,,,
657,Wiltshire,2024,Class A,,,,,,,,,,
658,Dyfed-Powys,2024,Class A,,,,,,,,,,
659,Gwent,2024,Class A,,,,,,,,,,
660,North Wales,2024,Class A,,,,,,,,,,
661,South Wales,2024,Class A,,,,,,,,,,
662,British Transport Police,2024,Class A,,,,,,,,,,
663,Police Total,2024,Class A,,,,,,,,,,
664,"Border Force [note 5, 10]",2024,Class A,,,,,,,,,,
665,TOTAL ENGLAND AND WALES,2024,Class A,,,,,,,,,,
666,Cleveland,2018,Class B,,,,,,,,,,
667,Durham,2018,Class B,,,,,,,,,,
668,Northumbria,2018,Class B,,,,,,,,,,
669,Cheshire,2018,Class B,,,,,,,,,,
670,Cumbria,2018,Class B,,,,,,,,,,
671,Greater Manchester,2018,Class B,,,,,,,,,,
672,Lancashire,2018,Class B,,,,,,,,,,
673,Merseyside,2018,Class B,,,,,,,,,,
674,Humberside,2018,Class B,,,,,,,,,,
675,North Yorkshire,2018,Class B,,,,,,,,,,
676,South Yorkshire,2018,Class B,,,,,,,,,,
677,West Yorkshire,2018,Class B,,,,,,,,,,
678,Derbyshire,2018,Class B,,,,,,,,,,
679,Leicestershire,2018,Class B,,,,,,,,,,
680,Lincolnshire 1,2018,Class B,,,,,,,,,,
681,Northamptonshire,2018,Class B,,,,,,,,,,
682,Nottinghamshire,2018,Class B,,,,,,,,,,
683,Staffordshire,2018,Class B,,,,,,,,,,
684,Warwickshire,2018,Class B,,,,,,,,,,
685,West Mercia,2018,Class B,,,,,,,,,,
686,West Midlands,2018,Class B,,,,,,,,,,
687,Bedfordshire,2018,Class B,,,,,,,,,,
688,Cambridgeshire,2018,Class B,,,,,,,,,,
689,Essex,2018,Class B,,,,,,,,,,
690,Hertfordshire 1,2018,Class B,,,,,,,,,,
691,Norfolk,2018,Class B,,,,,,,,,,
692,Suffolk,2018,Class B,,,,,,,,,,
693,"London, City of",2018,Class B,,,,,,,,,,
694,Metropolitan Police,2018,Class B,,,,,,,,,,
695,Hampshire,2018,Class B,,,,,,,,,,
696,Kent 1,2018,Class B,,,,,,,,,,
697,Surrey,2018,Class B,,,,,,,,,,
698,Sussex,2018,Class B,,,,,,,,,,
699,Thames Valley,2018,Class B,,,,,,,,,,
700,Avon & Somerset,2018,Class B,,,,,,,,,,
701,Devon & Cornwall,2018,Class B,,,,,,,,,,
702,Dorset,2018,Class B,,,,,,,,,,
703,Gloucestershire,2018,Class B,,,,,,,,,,
704,Wiltshire,2018,Class B,,,,,,,,,,
705,Dyfed-Powys,2018,Class B,,,,,,,,,,
706,Gwent,2018,Class B,,,,,,,,,,
707,North Wales,2018,Class B,,,,,,,,,,
708,South Wales,2018,Class B,,,,,,,,,,
709,British Transport Police,2018,Class B,,,,,,,,,,
710,Total police,2018,Class B,,,,,,,,,,
711,"Border Force 4, 5, 6, 7",2018,Class B,,,,,,,,,,
712,TOTAL ENGLAND AND WALES 2,2018,Class B,,,,,,,,,,
713,,2019,Class B,,,,,,,,,,
714,Cleveland,2019,Class B,,,,,,,,,,
715,Durham,2019,Class B,,,,,,,,,,
716,Northumbria,2019,Class B,,,,,,,,,,
717,Cheshire,2019,Class B,,,,,,,,,,
718,Cumbria,2019,Class B,,,,,,,,,,
719,Greater Manchester,2019,Class B,,,,,,,,,,
720,Lancashire,2019,Class B,,,,,,,,,,
721,Merseyside,2019,Class B,,,,,,,,,,
722,Humberside,2019,Class B,,,,,,,,,,
723,North Yorkshire,2019,Class B,,,,,,,,,,
724,South Yorkshire,2019,Class B,,,,,,,,,,
725,West Yorkshire,2019,Class B,,,,,,,,,,
726,Derbyshire,2019,Class B,,,,,,,,,,
727,Leicestershire,2019,Class B,,,,,,,,,,
728,Lincolnshire 1,2019,Class B,,,,,,,,,,
729,Northamptonshire,2019,Class B,,,,,,,,,,
730,Nottinghamshire,2019,Class B,,,,,,,,,,
731,Staffordshire,2019,Class B,,,,,,,,,,
732,Warwickshire,2019,Class B,,,,,,,,,,
733,West Mercia,2019,Class B,,,,,,,,,,
734,West Midlands,2019,Class B,,,,,,,,,,
735,Bedfordshire,2019,Class B,,,,,,,,,,
736,Cambridgeshire,2019,Class B,,,,,,,,,,
737,Essex,2019,Class B,,,,,,,,,,
738,Hertfordshire 1,2019,Class B,,,,,,,,,,
739,Norfolk,2019,Class B,,,,,,,,,,
740,Suffolk,2019,Class B,,,,,,,,,,
741,"London, City of",2019,Class B,,,,,,,,,,
742,Metropolitan Police,2019,Class B,,,,,,,,,,
743,Hampshire,2019,Class B,,,,,,,,,,
744,Kent 1,2019,Class B,,,,,,,,,,
745,Surrey,2019,Class B,,,,,,,,,,
746,Sussex,2019,Class B,,,,,,,,,,
747,Thames Valley,2019,Class B,,,,,,,,,,
748,Avon & Somerset,2019,Class B,,,,,,,,,,
749,Devon & Cornwall,2019,Class B,,,,,,,,,,
750,Dorset,2019,Class B,,,,,,,,,,
751,Gloucestershire,2019,Class B,,,,,,,,,,
752,Wiltshire,2019,Class B,,,,,,,,,,
753,Dyfed-Powys,2019,Class B,,,,,,,,,,
754,Gwent,2019,Class B,,,,,,,,,,
755,North Wales,2019,Class B,,,,,,,,,,
756,South Wales,2019,Class B,,,,,,,,,,
757,British Transport Police,2019,Class B,,,,,,,,,,
758,Total police,2019,Class B,,,,,,,,,,
759,"Border Force 4, 5, 6, 7",2019,Class B,,,,,,,,,,
760,TOTAL ENGLAND AND WALES 2,2019,Class B,,,,,,,,,,
761,Cleveland,2020,Class B,1351.0,,,,,,,,,
762,Durham,2020,Class B,984.0,,,,,,,,,
763,Northumbria,2020,Class B,3324.0,,,,,,,,,
764,Cheshire,2020,Class B,1400.0,,,,,,,,,
765,Cumbria,2020,Class B,588.0,,,,,,,,,
766,Greater Manchester1,2020,Class B,4403.0,,,,,,,,,
767,Lancashire,2020,Class B,1705.0,,,,,,,,,
768,Merseyside,2020,Class B,751.0,,,,,,,,,
769,Humberside,2020,Class B,660.0,,,,,,,,,
770,North Yorkshire,2020,Class B,1356.0,,,,,,,,,
771,South Yorkshire,2020,Class B,3428.0,,,,,,,,,
772,West Yorkshire,2020,Class B,5370.0,,,,,,,,,
773,Derbyshire,2020,Class B,2544.0,,,,,,,,,
774,Leicestershire,2020,Class B,1694.0,,,,,,,,,
775,Lincolnshire1,2020,Class B,143.0,,,,,,,,,
776,Northamptonshire,2020,Class B,1507.0,,,,,,,,,
777,Nottinghamshire,2020,Class B,3215.0,,,,,,,,,
778,Staffordshire,2020,Class B,2085.0,,,,,,,,,
779,Warwickshire,2020,Class B,794.0,,,,,,,,,
780,West Mercia,2020,Class B,2247.0,,,,,,,,,
781,West Midlands,2020,Class B,5587.0,,,,,,,,,
782,Bedfordshire,2020,Class B,1201.0,,,,,,,,,
783,Cambridgeshire,2020,Class B,1919.0,,,,,,,,,
784,Essex,2020,Class B,4619.0,,,,,,,,,
785,Hertfordshire1,2020,Class B,2923.0,,,,,,,,,
786,Norfolk,2020,Class B,2689.0,,,,,,,,,
787,Suffolk,2020,Class B,2244.0,,,,,,,,,
788,"London, City of",2020,Class B,256.0,,,,,,,,,
789,Metropolitan Police,2020,Class B,36164.0,,,,,,,,,
790,Hampshire,2020,Class B,4006.0,,,,,,,,,
791,Kent1,2020,Class B,3018.0,,,,,,,,,
792,Surrey,2020,Class B,1223.0,,,,,,,,,
793,Sussex1,2020,Class B,4674.0,,,,,,,,,
794,Thames Valley,2020,Class B,746.0,,,,,,,,,
795,Avon & Somerset,2020,Class B,3180.0,,,,,,,,,
796,Devon & Cornwall,2020,Class B,3642.0,,,,,,,,,
797,Dorset,2020,Class B,1305.0,,,,,,,,,
798,Gloucestershire,2020,Class B,1138.0,,,,,,,,,
799,Wiltshire,2020,Class B,1235.0,,,,,,,,,
800,Dyfed-Powys,2020,Class B,1703.0,,,,,,,,,
801,Gwent,2020,Class B,757.0,,,,,,,,,
802,North Wales,2020,Class B,1440.0,,,,,,,,,
803,South Wales,2020,Class B,3430.0,,,,,,,,,
804,British Transport Police,2020,Class B,1950.0,,,,,,,,,
805,Total police,2020,Class B,130598.0,,,,,,,,,
806,"Border Force4,5,6,7",2020,Class B,8193.0,,,,,,,,,
807,TOTAL ENGLAND AND WALES2,2020,Class B,138791.0,,,,,,,,,
808,,2020,Class B,,,,,,,,,,
809,Cleveland,2021,Class B,1662.0,,,,,,,,,
810,Durham,2021,Class B,1202.0,,,,,,,,,
811,Northumbria,2021,Class B,3708.0,,,,,,,,,
812,Cheshire,2021,Class B,1726.0,,,,,,,,,
813,Cumbria,2021,Class B,799.0,,,,,,,,,
814,Greater Manchester7,2021,Class B,7339.0,,,,,,,,,
815,Lancashire,2021,Class B,2096.0,,,,,,,,,
816,Merseyside,2021,Class B,549.0,,,,,,,,,
817,Humberside,2021,Class B,1103.0,,,,,,,,,
818,North Yorkshire,2021,Class B,1508.0,,,,,,,,,
819,South Yorkshire,2021,Class B,3024.0,,,,,,,,,
820,West Yorkshire,2021,Class B,6744.0,,,,,,,,,
821,Derbyshire,2021,Class B,2251.0,,,,,,,,,
822,Leicestershire10,2021,Class B,2163.0,,,,,,,,,
823,Lincolnshire7,2021,Class B,996.0,,,,,,,,,
824,Northamptonshire,2021,Class B,1664.0,,,,,,,,,
825,Nottinghamshire,2021,Class B,3849.0,,,,,,,,,
826,Staffordshire8,2021,Class B,2582.0,,,,,,,,,
827,Warwickshire,2021,Class B,1003.0,,,,,,,,,
828,West Mercia,2021,Class B,2719.0,,,,,,,,,
829,West Midlands,2021,Class B,6066.0,,,,,,,,,
830,Bedfordshire,2021,Class B,1496.0,,,,,,,,,
831,Cambridgeshire,2021,Class B,2297.0,,,,,,,,,
832,Essex,2021,Class B,6119.0,,,,,,,,,
833,"Hertfordshire7,8",2021,Class B,3755.0,,,,,,,,,
834,Norfolk9,2021,Class B,3455.0,,,,,,,,,
835,Suffolk9,2021,Class B,2164.0,,,,,,,,,
836,"London, City of",2021,Class B,404.0,,,,,,,,,
837,Metropolitan Police10,2021,Class B,44837.0,,,,,,,,,
838,Hampshire,2021,Class B,5289.0,,,,,,,,,
839,"Kent7,8",2021,Class B,4075.0,,,,,,,,,
840,Surrey,2021,Class B,815.0,,,,,,,,,
841,"Sussex7,9",2021,Class B,4339.0,,,,,,,,,
842,Thames Valley,2021,Class B,1327.0,,,,,,,,,
843,Avon & Somerset,2021,Class B,3088.0,,,,,,,,,
844,Devon & Cornwall,2021,Class B,4113.0,,,,,,,,,
845,Dorset,2021,Class B,1505.0,,,,,,,,,
846,Gloucestershire,2021,Class B,1675.0,,,,,,,,,
847,Wiltshire,2021,Class B,1503.0,,,,,,,,,
848,Dyfed-Powys,2021,Class B,1756.0,,,,,,,,,
849,Gwent,2021,Class B,1012.0,,,,,,,,,
850,North Wales,2021,Class B,1833.0,,,,,,,,,
851,South Wales10,2021,Class B,3965.0,,,,,,,,,
852,British Transport Police,2021,Class B,3150.0,,,,,,,,,
853,Total police,2021,Class B,158725.0,,,,,,,,,
854,Border Force3-6,2021,Class B,9607.0,,,,,,,,,
855,TOTAL ENGLAND AND WALES,2021,Class B,168332.0,,,,,,,,,
856,"8. In the year ending March 2021, Hertfordshire and Kent were unable to supply any drug seizures data.  Staffordshire's drug seizure data was incomplete, and hence although they supplied some data, we had to exclude it from the 2020/21 figures.  Imputation methods have been used to estimate the drug seizures figures for that year, for these police forces. ",2021,Class B,,,,,,,,,,
857,,2021,Class B,,,,,,,,,,
858,Cleveland,2022,Class B,,,,,,,,,,
859,Durham,2022,Class B,,,,,,,,,,
860,Northumbria,2022,Class B,,,,,,,,,,
861,Cheshire,2022,Class B,,,,,,,,,,
862,Cumbria,2022,Class B,,,,,,,,,,
863,Greater Manchester,2022,Class B,,,,,,,,,,
864,Lancashire,2022,Class B,,,,,,,,,,
865,Merseyside,2022,Class B,,,,,,,,,,
866,Humberside,2022,Class B,,,,,,,,,,
867,North Yorkshire,2022,Class B,,,,,,,,,,
868,South Yorkshire,2022,Class B,,,,,,,,,,
869,West Yorkshire,2022,Class B,,,,,,,,,,
870,Derbyshire,2022,Class B,,,,,,,,,,
871,Leicestershire,2022,Class B,,,,,,,,,,
872,Lincolnshire,2022,Class B,,,,,,,,,,
873,Northamptonshire,2022,Class B,,,,,,,,,,
874,Nottinghamshire,2022,Class B,,,,,,,,,,
875,Staffordshire,2022,Class B,,,,,,,,,,
876,Warwickshire,2022,Class B,,,,,,,,,,
877,West Mercia,2022,Class B,,,,,,,,,,
878,West Midlands,2022,Class B,,,,,,,,,,
879,Bedfordshire,2022,Class B,,,,,,,,,,
880,Cambridgeshire,2022,Class B,,,,,,,,,,
881,Essex,2022,Class B,,,,,,,,,,
882,Hertfordshire,2022,Class B,,,,,,,,,,
883,Norfolk,2022,Class B,,,,,,,,,,
884,Suffolk,2022,Class B,,,,,,,,,,
885,"London, City of",2022,Class B,,,,,,,,,,
886,Metropolitan Police,2022,Class B,,,,,,,,,,
887,Hampshire,2022,Class B,,,,,,,,,,
888,Kent,2022,Class B,,,,,,,,,,
889,Surrey,2022,Class B,,,,,,,,,,
890,Sussex,2022,Class B,,,,,,,,,,
891,Thames Valley,2022,Class B,,,,,,,,,,
892,Avon & Somerset,2022,Class B,,,,,,,,,,
893,Devon & Cornwall,2022,Class B,,,,,,,,,,
894,Dorset,2022,Class B,,,,,,,,,,
895,Gloucestershire,2022,Class B,,,,,,,,,,
896,Wiltshire,2022,Class B,,,,,,,,,,
897,Dyfed-Powys,2022,Class B,,,,,,,,,,
898,Gwent,2022,Class B,,,,,,,,,,
899,North Wales,2022,Class B,,,,,,,,,,
900,South Wales,2022,Class B,,,,,,,,,,
901,British Transport Police,2022,Class B,,,,,,,,,,
902,Police Total,2022,Class B,,,,,,,,,,
903,"Border Force [notes 7, 8]",2022,Class B,,,,,,,,,,
904,TOTAL ENGLAND AND WALES,2022,Class B,,,,,,,,,,
905,Cleveland,2023,Class B,,,,,,,,,,
906,Durham,2023,Class B,,,,,,,,,,
907,Northumbria,2023,Class B,,,,,,,,,,
908,Cheshire,2023,Class B,,,,,,,,,,
909,Cumbria,2023,Class B,,,,,,,,,,
910,Greater Manchester,2023,Class B,,,,,,,,,,
911,Lancashire,2023,Class B,,,,,,,,,,
912,Merseyside,2023,Class B,,,,,,,,,,
913,Humberside,2023,Class B,,,,,,,,,,
914,North Yorkshire,2023,Class B,,,,,,,,,,
915,South Yorkshire,2023,Class B,,,,,,,,,,
916,West Yorkshire,2023,Class B,,,,,,,,,,
917,Derbyshire,2023,Class B,,,,,,,,,,
918,Leicestershire,2023,Class B,,,,,,,,,,
919,Lincolnshire,2023,Class B,,,,,,,,,,
920,Northamptonshire,2023,Class B,,,,,,,,,,
921,Nottinghamshire,2023,Class B,,,,,,,,,,
922,Staffordshire,2023,Class B,,,,,,,,,,
923,Warwickshire,2023,Class B,,,,,,,,,,
924,West Mercia,2023,Class B,,,,,,,,,,
925,West Midlands,2023,Class B,,,,,,,,,,
926,Bedfordshire,2023,Class B,,,,,,,,,,
927,Cambridgeshire,2023,Class B,,,,,,,,,,
928,Essex,2023,Class B,,,,,,,,,,
929,Hertfordshire,2023,Class B,,,,,,,,,,
930,Norfolk,2023,Class B,,,,,,,,,,
931,Suffolk,2023,Class B,,,,,,,,,,
932,"London, City of",2023,Class B,,,,,,,,,,
933,Metropolitan Police,2023,Class B,,,,,,,,,,
934,Hampshire,2023,Class B,,,,,,,,,,
935,Kent,2023,Class B,,,,,,,,,,
936,Surrey,2023,Class B,,,,,,,,,,
937,Sussex,2023,Class B,,,,,,,,,,
938,Thames Valley,2023,Class B,,,,,,,,,,
939,Avon & Somerset,2023,Class B,,,,,,,,,,
940,Devon & Cornwall,2023,Class B,,,,,,,,,,
941,Dorset,2023,Class B,,,,,,,,,,
942,Gloucestershire,2023,Class B,,,,,,,,,,
943,Wiltshire,2023,Class B,,,,,,,,,,
944,Dyfed-Powys,2023,Class B,,,,,,,,,,
945,Gwent,2023,Class B,,,,,,,,,,
946,North Wales,2023,Class B,,,,,,,,,,
947,South Wales,2023,Class B,,,,,,,,,,
948,British Transport Police,2023,Class B,,,,,,,,,,
